"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Mostri Effetto ,1,0,Amazoness Tiger,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-END03,C,Mint,1st Edition,Italian,0.08,2023-12-18,0.02,0.02,0.14
Mostri Effetto ,1,0,Amazoness Trainee,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-END07,C,Mint,1st Edition,Italian,0.08,2023-12-18,0.07,0.02,0.11
Mostri Effetto ,1,0,Ambulanceroid,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENB08,C,Mint,1st Edition,Italian,0.13,2023-07-13,0.04,0.02,0.09
Mostri Effetto ,1,0,Amores of Prophecy,REDU,Return of the Duelist,REDU-EN016,C,Excellent,Unlimited,Italian,0.00,2022-09-26,0.15,0.02,0.15
Mostri Effetto ,1,0,Anarchist Monk Ranshin,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENG04,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.04,0.02,0.18
Mostri Effetto ,1,0,Ancient Gear,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END08,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.05,0.02,0.11
Mostri Effetto ,1,0,Ancient Gear Beast,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END06,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.25,0.02,0.15
Mostri Effetto ,1,0,Ancient Gear Engineer,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END09,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.05,0.02,0.17
Mostri Effetto ,1,0,Ancient Gear Engineer,SD10,Structure Deck: Machine Re-Volt,SD10-EN003,C,NearMint,1st Edition,Italian,0.00,2022-09-23,0.10,0.02,0.19
Mostri Effetto ,1,0,Ancient Gear Gadget,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END11,C,NearMint,1st Edition,Italian,0.00,2022-09-06,0.14,0.02,0.16
Mostri Effetto ,1,0,Ancient Gear Golem,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END01,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.13,0.02,0.22
Mostri Effetto ,1,0,Ancient Gear Golem - Ultimate Pound,COTD,Code of the Duelist,COTD-EN099,C,NearMint,1st Edition,Italian,0.00,2022-09-06,0.04,0.02,0.09
Mostri Effetto ,1,0,Ancient Gear Knight,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END10,C,NearMint,1st Edition,Italian,0.00,2022-09-06,0.10,0.02,0.17
Mostri Effetto ,1,0,Ancient Gear Soldier,SR03,Machine Reactor Structure Deck,SR03-EN010,C,Mint,1st Edition,Italian,0.00,2022-09-06,1.20,0.02,0.24
Mostri Effetto ,1,0,Ancient Lamp,LDK2,Legendary Decks II,LDK2-ENK14,C,NearMint,Unlimited,Italian,0.00,2022-09-06,0.02,0.02,0.08
Mostri Effetto ,1,0,Ancient Lamp,DPKB,Duelist Pack - Kaiba,DPKB-EN021,C,Excellent,1st Edition,Italian,0.00,2023-09-27,0.12,0.02,0.11
Mostri Effetto ,1,0,Angel O1,EGO1,Egyptian God Deck: Obelisk The Tormentor,EGO1-EN006,SR,NearMint,1st Edition,English,0.00,2022-09-06,0.10,0.02,0.31
Mostri Effetto ,1,0,Annihilator Archfiend,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENE11,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.04,0.02,0.07
Mostri Effetto ,1,0,Anteatereatingant,SOI,Shadow of Infinity,SOI-EN022,C,Good,Unlimited,Italian,0.00,2022-09-25,0.02,0.02,0.08
Mostri Effetto ,1,0,Ape Fighter,BP01,Battle Pack: Epic Dawn,BP01-EN169,C,Good,Unlimited,Italian,0.00,2022-11-08,0.02,0.02,0.09
Mostri Effetto ,1,0,Apocatequil,ABPF,Absolute Powerforce,ABPF-EN022,C,Poor,Unlimited,Italian,0.00,2022-09-27,0.49,0.02,0.17
Mostri Effetto ,1,0,Apprentice Magician,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENI05,C,Mint,1st Edition,Italian,0.00,2022-09-07,0.02,0.02,0.14
Mostri Effetto ,2,0,Apprentice Magician,SD6,"Structure Deck: Spellcaster's Judgment",SD6-EN007,C,Excellent,1st Edition,Italian,0.00,2022-09-26,0.10,0.02,0.09
Mostri Effetto ,1,0,Apprentice Magician,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENA09,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.10,0.02,0.15
Mostri Effetto ,1,0,Aqua Armor Ninja,SP13,Star Pack 2013,SP13-EN017,SFR,Excellent,Unlimited,Italian,0.00,2022-09-06,0.20,0.02,0.16
Mostri Effetto ,1,0,Aqua Armor Ninja,SP13,Star Pack 2013,SP13-EN017,SFR,Played,1st Edition,Italian,0.00,2022-09-06,0.20,0.02,0.16
Mostri Effetto ,1,0,Aqua Spirit,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI20,C,Mint,1st Edition,Italian,0.12,2023-12-18,0.04,0.02,0.10
Mostri Effetto ,1,0,Arcana Force EX - The Dark Ruler,SP13,Star Pack 2013,SP13-EN043,C,Poor,Unlimited,Italian,0.00,2022-09-06,0.53,0.02,0.50
Mostri Effetto ,1,0,Arcana Force EX - The Dark Ruler,SP13,Star Pack 2013,SP13-EN043,C,Poor,1st Edition,Italian,0.00,2022-09-06,0.53,0.02,0.50
Mostri Effetto ,1,0,Arcana Force III - The Empress,LODT,Light of Destruction,LODT-EN010,C,Good,1st Edition,English,0.00,2022-09-06,0.04,0.02,0.10
Mostri Effetto ,1,0,Arcana Force VI - The Lovers,LODT,Light of Destruction,LODT-EN012,C,Good,1st Edition,Italian,0.00,2022-09-06,0.05,0.02,0.11
Mostri Effetto ,1,0,Arcane Archer of the Forest,AST,Ancient Sanctuary,AST-029,C,Poor,1st Edition,Italian,0.00,2022-09-25,0.10,0.02,0.12
Mostri Effetto ,1,0,Archfiend General,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENE12,C,Mint,1st Edition,Italian,0.13,2023-12-18,0.02,0.02,0.09
Mostri Effetto ,1,0,Archfiend Giant,SHSP,Shadow Specters,SHSP-EN083,R,Mint,1st Edition,Italian,0.33,2023-07-20,0.02,0.02,0.21
Mostri Effetto ,1,0,Armed Dragon LV10,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI27,ScR,Mint,1st Edition,Italian,0.00,2023-12-18,0.99,0.50,1.32
Mostri Effetto ,1,0,Armed Dragon LV10,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI27,C,Mint,1st Edition,Italian,0.17,2023-12-18,0.08,0.02,0.13
Mostri Effetto ,1,0,Armed Dragon LV3,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC06,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.34,0.02,0.15
Mostri Effetto ,1,0,Armed Dragon LV5,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC07,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.24,0.02,0.18
Mostri Effetto ,1,0,Armed Dragon LV7,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC08,ScR,Mint,1st Edition,Italian,0.00,2022-09-06,0.77,0.20,0.78
Mostri Effetto ,1,0,Armed Dragon Thunder LV3,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN004,C,Mint,1st Edition,Italian,0.02,2023-09-27,0.10,0.02,0.05
Mostri Effetto ,1,0,Armed Dragon Thunder LV5,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN003,C,Mint,1st Edition,Italian,0.02,2023-09-27,0.10,0.02,0.05
Mostri Effetto ,1,0,Artifact Beagalltach,PRIO,Primal Origin,PRIO-EN012,C,Mint,Unlimited,Italian,0.04,2022-11-08,0.19,0.02,0.18
Mostri Effetto ,3,0,Artifact Lancea,RA01,25Th Anniversary Rarity Collection,RA01-EN006,SR,NearMint,1st Edition,Italian,0.09,2023-11-30,0.17,0.02,0.22
Mostri Effetto ,3,0,Artifact Moralltach,SDBT,Structure Deck: Beware Of Traptrix,SDBT-EN019,C,Mint,1st Edition,Italian,0.00,2024-02-26,0.17,0.02,0.10
Mostri Effetto ,1,0,"Ascator, Dawnwalker",SDCK,Structure Deck: The Crimson King,SDCK-EN021,C,Mint,1st Edition,Italian,0.24,2023-10-07,0.07,0.02,0.15
Mostri Effetto ,1,0,Ash Blossom & Joyous Spring,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN014,C,Mint,1st Edition,Italian,3.50,2023-01-24,4.14,2.80,4.30
Mostri Effetto ,3,0,Ash Blossom & Joyous Spring,SDBT,Structure Deck: Beware Of Traptrix,SDBT-EN014,C,Mint,1st Edition,Italian,0.00,2024-02-26,4.70,2.70,4.82
Mostri Effetto ,1,0,Assault Beast,SDCK,Structure Deck: The Crimson King,SDCK-EN018,C,Mint,1st Edition,Italian,0.24,2023-10-07,0.07,0.02,0.14
Mostri Effetto ,1,0,Aussa the Earth Charmer,TLM,The Lost Millennium,TLM-EN026,C,Mint,1st Edition,English,0.00,2022-09-23,0.02,0.02,0.06
Mostri Effetto ,2,0,Aye-Iron,SP14,Star Pack 2014,SP14-EN016,C,Played,1st Edition,Italian,0.00,2022-09-23,0.02,0.02,0.05
Mostri Effetto ,1,0,Aye-Iron,SP14,Star Pack 2014,SP14-EN016,C,LightPlayed,,Italian,0.00,2022-09-23,,,
Mostri Effetto ,1,0,Baby Raccoon Tantan,SHSP,Shadow Specters,SHSP-EN015,C,Mint,1st Edition,Italian,0.33,2023-07-20,0.02,0.02,0.13
Mostri Effetto ,1,0,Baby Spider,BLMR,Battles Of Legend: Monstrous Revenge,BLMR-EN045,UR,Mint,1st Edition,Italian,0.02,2023-09-27,0.03,0.02,0.02
Mostri Effetto ,1,0,Bachibachibachi,LTGY,Lord of the Tachyon Galaxy,LTGY-EN001,C,LightPlayed,1st Edition,Italian,0.00,2022-11-08,0.13,0.02,0.06
Mostri Effetto ,1,0,Background Dragon,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN008,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.05,0.02,0.05
Mostri Effetto ,1,0,Backup Secretary,COTD,Code of the Duelist,COTD-EN002,C,Mint,1st Edition,Italian,0.00,2022-09-23,0.05,0.02,0.11
Mostri Effetto ,1,0,Backup Warrior,BP01,Battle Pack: Epic Dawn,BP01-EN159,C,Poor,Unlimited,Italian,0.00,2022-09-27,0.02,0.02,0.07
Mostri Effetto ,1,0,Bacon Saver,CBLZ,Cosmo Blazer,CBLZ-EN003,C,Played,Unlimited,Italian,0.00,2022-09-25,0.15,0.02,0.16
Mostri Effetto ,1,0,Banisher of the Radiance,SDDE,The Dark Emperor Structure Deck,SDDE-EN016,C,Played,1st Edition,Italian,0.00,2022-09-23,0.10,0.02,0.17
Mostri Effetto ,1,0,Banisher of the Radiance,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENF09,C,Mint,1st Edition,Italian,0.15,2023-12-18,0.23,0.02,0.17
Mostri Effetto ,1,0,Barrel Dragon,LED2,Legendary Duelists: Ancient Millennium,LED2-EN019,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.05,0.02,0.14
Mostri Effetto ,1,0,Batteryman AA,TLM,The Lost Millennium,TLM-EN030,C,Excellent,1st Edition,English,0.00,2022-09-23,0.10,0.02,0.13
Mostri Effetto ,1,0,Batteryman C,CRV,Cybernetic Revolution,CRV-EN030,C,Played,1st Edition,Italian,0.00,2022-09-23,0.02,0.02,0.05
Mostri Effetto ,1,0,Batteryman D,EOJ,Enemy of Justice,EOJ-EN030,C,Excellent,1st Edition,English,0.00,2022-09-23,0.05,0.02,0.11
Mostri Effetto ,1,0,Battle Fader,SDGU,Gates Of The Underworld Structure Deck,SDGU-EN022,C,Excellent,Unlimited,Italian,0.00,2022-09-23,0.35,0.02,0.31
Mostri Effetto ,1,0,Battle Fader,SDCK,Structure Deck: The Crimson King,SDCK-EN010,C,Mint,1st Edition,Italian,0.24,2023-10-07,0.17,0.02,0.14
Mostri Effetto ,1,0,Battle Survivor,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-END10,C,Mint,1st Edition,Italian,0.25,2023-12-18,0.12,0.02,0.09
Mostri Effetto ,1,0,"Battlin' Boxer Counterpunch",LTGY,Lord of the Tachyon Galaxy,LTGY-EN020,C,Good,1st Edition,Italian,0.00,2022-09-23,0.19,0.02,0.09
Mostri Effetto ,1,0,"Battlin' Boxer Glassjaw",LTGY,Lord of the Tachyon Galaxy,LTGY-EN017,C,Excellent,Unlimited,Italian,0.00,2022-09-23,0.02,0.02,0.13
Mostri Effetto ,1,0,"Battlin' Boxer Rib Gardna",SHSP,Shadow Specters,SHSP-EN006,C,LightPlayed,1st Edition,Italian,0.00,2022-09-23,0.02,0.02,0.18
Mostri Effetto ,1,0,"Battlin' Boxer Rib Gardna",SHSP,Shadow Specters,SHSP-EN006,C,Mint,1st Edition,Italian,0.33,2023-07-20,0.02,0.02,0.18
Mostri Effetto ,1,0,"Battlin' Boxer Switchitter",LTGY,Lord of the Tachyon Galaxy,LTGY-EN019,C,Good,1st Edition,Italian,0.00,2022-09-23,0.05,0.02,0.17
Mostri Effetto ,1,0,Bazoo the Soul-Eater,EGO1,Egyptian God Deck: Obelisk The Tormentor,EGO1-EN008,C,NearMint,1st Edition,English,0.00,2022-09-06,0.07,0.02,0.12
Mostri Effetto ,1,0,Bazoo the Soul-Eater,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENF03,C,Mint,1st Edition,Italian,0.10,2023-12-18,0.04,0.02,0.12
Mostri Effetto ,1,0,B-Buster Drake,SDKS,Structure Deck: Seto Kaiba,SDKS-EN002,SR,NearMint,1st Edition,Italian,0.00,2022-09-06,0.80,0.15,0.81
Mostri Effetto ,1,0,"Beiige, Vanguard of Dark World",SDGU,Gates Of The Underworld Structure Deck,SDGU-EN010,C,Excellent,Unlimited,Italian,0.00,2022-09-06,0.02,0.02,0.08
Mostri Effetto ,1,0,Berfomet,ABPF,Absolute Powerforce,ABPF-EN091,R,Played,Unlimited,Italian,0.00,2022-09-27,0.05,0.02,0.13
Mostri Effetto ,1,0,Big Eye,MRD,Metal Raiders,MRD-017,C,Excellent,Unlimited,Italian,0.00,2022-09-25,0.49,0.02,0.65
Mostri Effetto ,1,0,Big Eye,MRD,Metal Raiders,MRD-017,C,LightPlayed,Unlimited,Italian,0.00,2022-09-25,0.49,0.02,0.65
Mostri Effetto ,1,0,Big Shield Gardna,LDK2,Legendary Decks II,LDK2-ENY16,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.02,0.02,0.10
Mostri Effetto ,1,0,Big-Tusked Mammoth,FET,Flaming Eternity,FET-EN015,R,Good,1st Edition,Italian,0.00,2022-11-08,0.18,0.02,0.20
Mostri Effetto ,1,0,Bio-Insect Armor,PHHY,Photon Hypernova,PHHY-EN014,C,Mint,1st Edition,Italian,0.02,2023-09-27,0.22,0.02,0.09
Mostri Effetto ,1,0,Bite Bug,YS13,Super Starter V For Victory,YS13-ENV05,C,Played,1st Edition,Italian,0.00,2022-09-23,0.11,0.02,0.09
Mostri Effetto ,1,0,Bite Shoes,PSV,"Pharaoh's Servant",PSV-080,C,Good,Unlimited,Italian,0.00,2022-09-23,0.04,0.02,0.15
Mostri Effetto ,1,0,Bitelon,POTD,Power of the Duelist,POTD-EN023,C,Poor,1st Edition,English,0.00,2022-09-23,0.10,0.02,0.08
Mostri Effetto ,1,0,Bitelon,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI10,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.02,0.02,0.10
Mostri Effetto ,1,0,Black Brachios,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENI10,C,Mint,1st Edition,Italian,0.00,2022-09-07,0.06,0.02,0.08
Mostri Effetto ,1,0,"Black Dragon's Chick",SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENB05,C,Mint,1st Edition,Italian,0.08,2023-12-18,0.49,0.02,0.19
Mostri Effetto ,1,0,Black Luster Soldier - Envoy of the Beginning,LCYW,"Legendary Collection 3 Yugi's World Mega Pack",LCYW-EN025,ScR,Excellent,1st Edition,Italian,0.00,2022-09-06,23.43,8.99,32.07
Mostri Effetto ,1,0,Black Metal Dragon,LDK2,Legendary Decks II,LDK2-ENJ06,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.40,0.10,0.80
Mostri Effetto ,1,0,Black Metal Dragon,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENB07,C,Mint,1st Edition,Italian,1.36,2023-12-18,1.59,0.35,0.92
Mostri Effetto ,1,0,Blackwing - Harmattan the Dust,BOSH,Breakers of Shadow,BOSH-EN014,C,Excellent,1st Edition,Italian,1.00,2023-01-20,1.24,0.50,1.57
Mostri Effetto ,1,0,Blackwing - Oroshi the Squall,DRLG,Dragons of Legend,DRLG-EN027,SR,Mint,1st Edition,Italian,0.00,2022-09-06,0.36,0.02,0.63
Mostri Effetto ,3,0,Blackwing - Simoon the Poison Wind,RA01,25Th Anniversary Rarity Collection,RA01-EN012,SR,Mint,1st Edition,Italian,0.05,2023-11-20,0.05,0.02,0.05
Mostri Effetto ,1,0,Blade Knight,LDK2,Legendary Decks II,LDK2-ENK13,C,NearMint,Unlimited,Italian,0.00,2022-09-06,0.30,0.02,0.35
Mostri Effetto ,1,0,Blade Knight,YS11,Starter Deck Dawn Of The Xyz,YS11-EN014,C,Poor,1st Edition,Italian,0.00,2022-11-08,0.05,0.02,0.28
Mostri Effetto ,1,0,Bladefly,DB2,Dark Beginning 2,DB2-EN068,C,Poor,Unlimited,Italian,0.00,2022-09-23,0.40,0.02,0.28
Mostri Effetto ,1,0,Blast Juggler,MRD,Metal Raiders,MRD-034,C,Good,Unlimited,Italian,0.00,2022-09-23,0.52,0.02,0.45
Mostri Effetto ,1,0,Blast Magician,LDK2,Legendary Decks II,LDK2-ENY18,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.02,0.02,0.07
Mostri Effetto ,1,0,Blast Magician,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENA04,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.10,0.02,0.09
Mostri Effetto ,1,0,Blast Sphere,BP01,Battle Pack: Epic Dawn,BP01-EN175,C,Played,Unlimited,Italian,0.00,2022-09-26,0.16,0.02,0.15
Mostri Effetto ,1,0,Blazewing Butterfly,LDK2,Legendary Decks II,LDK2-ENJ18,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.18,0.02,0.15
Mostri Effetto ,1,0,Blazing Hiita,EOJ,Enemy of Justice,EOJ-EN028,C,Excellent,1st Edition,Italian,0.00,2022-09-23,0.49,0.02,0.16
Mostri Effetto ,1,0,Blizzard Dragon,SDKS,Structure Deck: Seto Kaiba,SDKS-EN017,C,NearMint,1st Edition,Italian,0.00,2022-09-06,0.03,0.02,0.25
Mostri Effetto ,1,0,Blizzard Falcon,LTGY,Lord of the Tachyon Galaxy,LTGY-EN012,C,Played,1st Edition,Italian,0.00,2022-09-27,0.12,0.02,0.09
Mostri Effetto ,1,0,Block Golem,REDU,Return of the Duelist,REDU-EN035,C,Played,Unlimited,Italian,0.00,2022-09-25,0.30,0.02,0.14
Mostri Effetto ,1,0,Block Golem,REDU,Return of the Duelist,REDU-EN035,C,Good,Unlimited,Italian,0.00,2022-09-25,0.30,0.02,0.14
Mostri Effetto ,1,0,Blockman,LDK2,Legendary Decks II,LDK2-ENY19,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.02,0.02,0.06
Mostri Effetto ,1,0,Blowback Dragon,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENI23,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.14,0.02,0.16
Mostri Effetto ,1,0,Blue Dragon Summoner,YS14,Super Starter Space-Time Showdown,YS14-EN017,C,Good,1st Edition,Italian,0.00,2023-01-18,0.35,0.02,0.47
Mostri Effetto ,1,0,Blue Flame Swordsman,LDK2,Legendary Decks II,LDK2-ENJ14,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.19,0.02,0.16
Mostri Effetto ,1,0,Blue-Eyes Abyss Dragon,RA01,25Th Anniversary Rarity Collection,RA01-EN016,SR,Mint,1st Edition,Italian,0.10,2023-11-20,0.08,0.02,0.07
Mostri Effetto ,1,0,Bombardment Beetle,PSV,"Pharaoh's Servant",PSV-087,SP,Good,Unlimited,Italian,0.00,2022-09-23,0.05,0.02,0.20
Mostri Effetto ,1,0,Bone Archfiend,SDCK,Structure Deck: The Crimson King,SDCK-EN003,C,Mint,1st Edition,Italian,0.24,2023-10-07,0.20,0.02,0.18
Mostri Effetto ,1,0,Botanical Girl,CSOC,Crossroads of Chaos,CSOC-EN027,C,Played,Unlimited,Italian,0.00,2022-09-25,0.71,0.02,0.23
Mostri Effetto ,1,0,Bountiful Artemis,EOJ,Enemy of Justice,EOJ-EN020,C,NearMint,1st Edition,English,0.00,2022-09-23,0.10,0.02,0.11
Mostri Effetto ,1,0,Brain Crusher,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENI02,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.15,0.02,0.08
Mostri Effetto ,1,0,Breaker the Magical Warrior,SD6,"Structure Deck: Spellcaster's Judgment",SD6-EN009,C,Excellent,1st Edition,Italian,0.00,2022-09-25,0.10,0.02,0.13
Mostri Effetto ,1,0,Breaker the Magical Warrior,SD6,"Structure Deck: Spellcaster's Judgment",SD6-EN009,C,Played,Unlimited,Italian,0.00,2022-09-25,0.10,0.02,0.13
Mostri Effetto ,1,0,Breaker the Magical Warrior,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENA08,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.33,0.05,0.22
Mostri Effetto ,1,0,Brotherhood of the Fire Fist - Boar,JOTL,Judgment of the Light,JOTL-EN026,R,Mint,Unlimited,Italian,0.00,2022-09-23,0.29,0.02,0.14
Mostri Effetto ,1,0,Brotherhood of the Fire Fist - Caribou,JOTL,Judgment of the Light,JOTL-EN027,C,Excellent,1st Edition,Italian,0.00,2022-09-25,0.29,0.02,0.10
Mostri Effetto ,1,0,"Broww, Huntsman of Dark World",SDGU,Gates Of The Underworld Structure Deck,SDGU-EN009,C,NearMint,Unlimited,Italian,0.00,2022-09-06,0.14,0.02,0.30
Mostri Effetto ,1,0,"Brron, Mad King of Dark World",SDGU,Gates Of The Underworld Structure Deck,SDGU-EN011,C,Good,Unlimited,Italian,0.00,2022-09-06,0.10,0.02,0.08
Mostri Effetto ,1,0,"Brron, Mad King of Dark World",SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI13,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.04,0.02,0.06
Mostri Effetto ,1,0,Bubonic Vermin,PSV,"Pharaoh's Servant",PSV-057,C,Excellent,Unlimited,Italian,0.00,2022-09-23,0.09,0.02,0.10
Mostri Effetto ,1,0,Bujingi Centipede,SHSP,Shadow Specters,SHSP-EN026,C,Mint,1st Edition,Italian,0.33,2023-07-20,0.13,0.02,0.11
Mostri Effetto ,1,0,Bujingi Ibis,SHSP,Shadow Specters,SHSP-EN024,C,Mint,1st Edition,Italian,0.33,2023-07-20,0.13,0.02,0.07
