"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Fusion,1,0,Cyber End Dragon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENG21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.10,0.02,0.09
Fusion,1,0,Cyberdark Dragon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENG23,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.11,0.02,0.10
Fusion,1,0,D/D/D Super Doom King Purple Armageddon,SOFU,Soul Fusion,SOFU-EN096,C,NearMint,Unlimited,Italian,0.02,2024-05-13,0.02,0.02,0.08
Fusion,1,0,Dark Cavalry,DUPO,Duel Power,DUPO-EN002,UR,NearMint,1st Edition,Italian,0.00,2023-01-19,4.00,1.00,4.65
Fusion,1,0,Dark Paladin,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENA20,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.24,0.02,0.20
Fusion,1,0,Destiny End Dragoon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENB20,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.15,0.02,0.09
Fusion,1,0,Destiny HERO - Dangerous,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENB21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.15,0.02,0.08
Fusion,1,0,Dinowrestler Chimera T Wrextle,DANE,Dark Neostorm,DANE-EN030,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.02,0.02,0.06
Fusion,1,0,Egyptian God Slime,RA01,25Th Anniversary Rarity Collection,RA01-EN029,SR,Mint,1st Edition,Italian,0.05,2023-11-20,0.42,0.02,0.44
Fusion,2,0,"Elder Entity N'tss",RA01,25Th Anniversary Rarity Collection,RA01-EN026,SR,Mint,1st Edition,Italian,0.10,2023-11-20,0.35,0.02,0.25
Fusion,1,0,"Elder Entity N'tss",RA01,25Th Anniversary Rarity Collection,RA01-EN026,UR,Mint,1st Edition,Italian,0.10,2023-11-20,0.26,0.05,0.28
Fusion,1,0,Elemental HERO Brave Neos,SAST,Savage Strike,SAST-EN035,SR,NearMint,1st Edition,Italian,0.25,2023-01-19,1.06,0.30,1.23
Fusion,1,0,Elemental HERO Darkbright,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA25,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.13
Fusion,1,0,Elemental HERO Electrum,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENA22,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.12,0.02,0.17
Fusion,1,0,Elemental HERO Flame Wingman,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.07,0.02,0.13
Fusion,1,0,Elemental HERO Flame Wingman,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA21,ScR,NearMint,1st Edition,Italian,0.00,2023-01-19,0.90,0.50,1.32
Fusion,1,0,Elemental HERO Mariner,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENA24,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.08,0.02,0.16
Fusion,1,0,Elemental HERO Necroid Shaman,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENE11,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.09,0.02,0.16
Fusion,1,0,Elemental HERO Nova Master,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENA25,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.11,0.02,0.20
Fusion,1,0,Elemental HERO Plasma Vice,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA26,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.16
Fusion,1,0,Elemental HERO Rampart Blaster,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA23,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.11
Fusion,1,0,Elemental HERO Shining Flare Wingman,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI25,C,Mint,1st Edition,Italian,0.10,2023-12-18,0.06,0.02,0.07
Fusion,1,0,Elemental HERO Steam Healer,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA24,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.20
Fusion,1,0,Elemental HERO Tempest,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENA21,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.09,0.02,0.16
Fusion,1,0,Elemental HERO Thunder Giant,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENA22,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.17
Fusion,1,0,Elemental HERO Wild Wingman,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENA23,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.13,0.02,0.12
Fusion,1,0,Empress Judge,MRD,Metal Raiders,MRD-046,C,Poor,Unlimited,Italian,0.00,2022-09-07,0.10,0.02,0.81
Fusion,1,0,Evil HERO Dark Gaia,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA24,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.04,0.02,0.13
Fusion,1,0,Evil HERO Inferno Wing,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA22,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.07,0.02,0.11
Fusion,1,0,Evil HERO Lightning Golem,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA25,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.15,0.02,0.09
Fusion,1,0,Evil HERO Malicious Fiend,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA21,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.04,0.02,0.11
Fusion,1,0,Evil HERO Wild Cyclone,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA23,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.10,0.02,0.09
Fusion,1,0,First of the Dragons,LDK2,Legendary Decks II,LDK2-ENK41,C,Mint,Unlimited,Italian,0.00,2023-01-19,0.20,0.02,0.27
Fusion,1,0,Flame Swordsman,SDJ,Starter Deck Joey,SDJ-024,C,Poor,Unlimited,English,0.00,2023-01-19,0.02,0.02,0.13
Fusion,1,0,Flame Swordsman,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENB22,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.22,0.02,0.14
Fusion,1,0,Frightfur Bear,SP15,Star Pack 2013 ARC-V,SP15-EN031,C,NearMint,1st Edition,Italian,0.00,2023-01-19,0.29,0.02,0.38
Fusion,1,0,Fusionist,MRL,Magic Ruler,MRL-E113,C,Good,Unlimited,Italian,0.00,2022-09-07,0.15,0.02,0.47
Fusion,1,0,Gaia the Dragon Champion,SS04,Speed Duel Starter Decks: Match Of The Millennium,SS04-ENA31,C,NearMint,1st Edition,Italian,0.20,2023-01-19,0.49,0.02,0.25
Fusion,1,0,Gem-Knight Lady Lapis Lazuli,SECE,Secrets of Eternity,SECE-EN046,R,Poor,1st Edition,Italian,0.00,2023-01-19,0.33,0.02,0.46
Fusion,1,0,Gem-Knight Master Diamond,SP15,Star Pack 2013 ARC-V,SP15-EN030,SHR,Good,1st Edition,Italian,0.00,2023-01-19,0.22,0.02,0.32
Fusion,1,0,Gem-Knight Master Diamond,SP15,Star Pack 2013 ARC-V,SP15-EN030,SHR,Played,1st Edition,Italian,0.00,2023-01-19,0.22,0.02,0.32
Fusion,1,0,Giltia the D. Knight,MRD,Metal Raiders,MRD-094,C,Played,Unlimited,Italian,0.00,2023-01-19,0.49,0.02,1.02
Fusion,1,0,Giltia the D. Knight,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENB21,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.04,0.02,0.12
Fusion,1,0,Great Mammoth of Goldfine,SBLS,Speed Duel: Arena Of Lost Souls,SBLS-EN034,C,NearMint,1st Edition,Italian,0.02,2024-05-13,0.02,0.02,0.12
Fusion,1,0,Humanoid Worm Drake,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENH19,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.15,0.02,0.23
Fusion,1,0,Karbonala Warrior,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENB20,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.17,0.02,0.20
Fusion,1,0,Masked HERO Dark Law,RA01,25Th Anniversary Rarity Collection,RA01-EN025,UR,Mint,1st Edition,Italian,0.15,2023-11-20,0.08,0.02,0.15
Fusion,1,0,Master of Oz,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENI13,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.10,0.02,0.19
Fusion,1,0,Mementotlan Twin Dragon,LEDE,Legacy Of Destruction,LEDE-EN037,C,Mint,,Italian,0.55,2024-05-11,,,
Fusion,1,0,Mudragon of the Swamp,RA01,25Th Anniversary Rarity Collection,RA01-EN028,UR,Mint,1st Edition,Italian,0.29,2023-11-20,0.28,0.02,0.25
Fusion,1,0,Mudragon of the Swamp,RA01,25Th Anniversary Rarity Collection,RA01-EN028,UR,Mint,1st Edition,Italian,0.10,2023-11-20,0.28,0.02,0.25
Fusion,1,0,Mudragon of the Swamp,RA01,25Th Anniversary Rarity Collection,RA01-EN028,SR,Mint,1st Edition,Italian,0.05,2023-11-20,0.20,0.02,0.26
Fusion,1,0,Ojama King,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.47,0.02,0.29
Fusion,1,0,Ojama Knight,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC23,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.22,0.04,0.35
Fusion,1,0,Predaplant Ambulomelides,DIFO,Dimension Force,DIFO-EN037,C,NearMint,1st Edition,Italian,0.02,2023-09-27,0.02,0.02,0.06
Fusion,3,0,Predaplant Dragostapelia,RA01,25Th Anniversary Rarity Collection,RA01-EN027,SR,Mint,1st Edition,Italian,0.10,2023-11-20,0.11,0.02,0.18
Fusion,1,0,Rainbow Neos,MGED,Maximum Gold: El Dorado,MGED-EN137,R,NearMint,1st Edition,Italian,0.10,2024-05-12,0.39,0.08,0.37
Fusion,1,0,Rainbow Overdragon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.03,0.02,0.10
Fusion,1,0,Rainbow Overdragon,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN043,SR,Mint,1st Edition,Italian,0.02,2023-01-24,0.19,0.02,0.14
Fusion,1,0,Roaring Ocean Snake,MRD,Metal Raiders,MRD-020,C,Poor,Unlimited,Italian,0.00,2023-01-19,0.45,0.02,0.85
Fusion,1,0,Roaring Ocean Snake,MRD,Metal Raiders,MRD-020,C,Excellent,Unlimited,Italian,0.00,2023-01-19,0.45,0.02,0.85
Fusion,1,0,Rune-Eyes Pendulum Dragon,SP15,Star Pack 2013 ARC-V,SP15-EN032,SHR,LightPlayed,1st Edition,Italian,0.00,2023-01-19,0.85,0.05,0.46
Fusion,1,0,Skull Knight,MRD,Metal Raiders,MRD-123,C,Played,Unlimited,Italian,0.00,2023-01-19,1.97,0.02,0.82
Fusion,1,0,Starving Venom Fusion Dragon,LED5,Legendary Duelists: Immortal Destiny,LED5-EN052,R,NearMint,1st Edition,Italian,0.99,2023-08-14,0.98,0.20,0.98
Fusion,1,0,Steam Gyroid,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENB21,C,Mint,1st Edition,Italian,0.13,2023-07-13,0.10,0.02,0.08
Fusion,1,0,Super Vehicroid - Stealth Union,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENB24,C,Mint,1st Edition,Italian,0.13,2023-07-13,0.10,0.02,0.11
Fusion,1,0,Super Vehicroid Jumbo Drill,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENB22,ScR,NearMint,1st Edition,Italian,0.00,2023-07-13,0.39,0.02,0.41
Fusion,1,0,Super Vehicroid Jumbo Drill,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENB22,C,Mint,1st Edition,Italian,0.13,2023-07-13,0.04,0.02,0.06
Fusion,1,0,Supreme King Z-ARC,LED6,Legendary Duelists: Magical Hero,LED6-EN054,C,NearMint,Unlimited,Italian,0.10,2023-08-10,0.20,0.02,0.21
Fusion,1,0,Thousand Dragon,MRD,Metal Raiders,MRD-143,ScR,Excellent,Unlimited,Italian,0.00,2023-01-19,49.98,2.35,9.11
Fusion,1,0,Thousand Dragon,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENB24,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.19,0.02,0.10
Fusion,1,0,Twin Photon Lizard,SP14,Star Pack 2014,SP14-EN020,SFR,NearMint,1st Edition,Italian,0.00,2023-01-19,0.13,0.02,0.30
Fusion,1,0,UFOroid Fighter,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENE10,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.10,0.02,0.08
Fusion,1,0,Ultimate Ancient Gear Golem,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-END21,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.05,0.02,0.17
Fusion,1,0,Ultimate Crystal Rainbow Dragon Overdrive,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN042,UR,Mint,1st Edition,Italian,0.04,2023-01-24,0.20,0.02,0.23
Fusion,1,0,VW-Tiger Catapult,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENC22,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.04,0.02,0.11
Fusion,1,0,VW-Tiger Catapult,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN060,UR,NearMint,1st Edition,Italian,0.05,2023-01-19,0.21,0.02,0.26
Fusion,1,0,VWXYZ-Dragon Catapult Cannon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENI14,C,Mint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.05
Fusion,1,0,XY-Dragon Cannon,SDKS,Structure Deck: Seto Kaiba,SDKS-EN043,C,NearMint,1st Edition,Italian,0.00,2023-01-19,0.38,0.02,0.29
Fusion,1,0,XYZ-Dragon Cannon,SDKS,Structure Deck: Seto Kaiba,SDKS-EN042,C,NearMint,1st Edition,Italian,0.00,2023-01-19,0.06,0.02,0.06
Fusion,1,0,XZ-Tank Cannon,SDKS,Structure Deck: Seto Kaiba,SDKS-EN044,C,NearMint,1st Edition,Italian,0.00,2023-01-19,0.15,0.02,0.30
