"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Magie,1,0,Cerulean Skyfire,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENG11,C,Mint,1st Edition,Italian,0.08,2023-12-18,0.03,0.02,0.14
Magie,1,0,Change of Heart,SDY,Starter Deck Yugi,SDY-032,C,Poor,Unlimited,Italian,0.00,2023-01-18,0.75,0.02,1.41
Magie,1,0,Change of Heart,RA01,25Th Anniversary Rarity Collection,RA01-EN050,SR,Mint,1st Edition,Italian,0.05,2023-11-20,0.24,0.02,0.15
Magie,2,0,Change of Heart,RA01,25Th Anniversary Rarity Collection,RA01-EN050,SR,NearMint,1st Edition,Italian,0.05,2023-11-30,0.24,0.02,0.15
Magie,1,0,Chaos Greed,IOC,Invasion of Chaos,IOC-038,C,Good,Unlimited,English,0.00,2023-01-18,0.12,0.02,0.20
Magie,3,0,Chaos Space,RA01,25Th Anniversary Rarity Collection,RA01-EN065,UR,Mint,1st Edition,Italian,0.10,2023-11-20,0.20,0.02,0.14
Magie,1,0,Checkmate,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENE15,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.02,0.02,0.07
Magie,1,0,Chronomaly Pyramid Eye Tablet,REDU,Return of the Duelist,REDU-EN055,C,Excellent,Unlimited,Italian,0.00,2023-01-18,0.13,0.02,0.10
Magie,1,0,Chronomaly Pyramid Eye Tablet,REDU,Return of the Duelist,REDU-EN055,C,LightPlayed,1st Edition,Italian,0.00,2023-01-18,0.13,0.02,0.10
Magie,1,0,Chronomaly Technology,REDU,Return of the Duelist,REDU-EN054,C,NearMint,Unlimited,English,0.04,2023-01-18,0.02,0.02,0.15
Magie,1,0,Chronomaly Technology,REDU,Return of the Duelist,REDU-EN054,C,Good,Unlimited,Italian,0.00,2023-01-18,0.02,0.02,0.15
Magie,1,0,Cloudian Aerosol,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENH13,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.02,0.02,0.04
Magie,1,0,Cloudian Squall,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENH14,C,Mint,1st Edition,Italian,0.10,2023-12-18,0.02,0.02,0.09
Magie,1,0,Cold Wave,PSV,"Pharaoh's Servant",PSV-062,C,Good,Unlimited,Italian,0.00,2023-01-18,2.99,0.02,2.00
Magie,1,0,Contact Out,GLAS,"Gladiator's Assault",GLAS-EN045,C,Good,1st Edition,Italian,0.00,2023-01-18,0.13,0.02,0.37
Magie,1,0,Contract with Exodia,LDK2,Legendary Decks II,LDK2-ENY29,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.20,0.02,0.20
Magie,1,0,Convulsion of Nature,LOD,Legacy of Darkness,LOD-084,C,LightPlayed,Unlimited,English,0.00,2023-01-18,1.89,0.02,1.19
Magie,1,0,Core Blaster,ANPR,Ancient Prophecy,ANPR-EN053,C,Mint,Unlimited,Italian,0.00,2023-09-27,0.02,0.02,0.08
Magie,1,0,Cosmic Cyclone,SBCB,Speed Duel: Battle City Box,SBCB-EN142,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.15,0.02,0.26
Magie,1,0,Cosmic Cyclone,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN031,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.18,0.02,0.26
Magie,1,0,Cosmic Cyclone,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENB15,C,Mint,1st Edition,Italian,0.45,2023-12-18,0.14,0.02,0.24
Magie,1,0,Cosmic Cyclone,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENE16,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.22,0.05,0.24
Magie,1,0,Cosmic Flare,OP16,Ots Tournament Pack 16,OP16-EN024,C,NearMint,Unlimited,Italian,0.02,2024-05-12,0.25,0.02,0.19
Magie,1,0,Cosmos Channelling,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENE12,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.19,0.02,0.09
Magie,1,0,Counter Cleaner,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENI32,C,Mint,1st Edition,Italian,0.35,2023-12-18,0.04,0.02,0.09
Magie,1,0,Creature Swap,SD1,"Structure Deck Dragon's Roar",SD1-EN018,C,Good,1st Edition,Italian,0.00,2022-09-25,0.04,0.02,0.21
Magie,1,0,Creature Swap,SD1,"Structure Deck Dragon's Roar",SD1-EN018,C,Excellent,1st Edition,Italian,0.00,2022-09-25,0.04,0.02,0.21
Magie,1,0,Creature Swap,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENE17,ScR,Mint,1st Edition,Italian,0.00,2024-02-13,2.62,0.75,2.49
Magie,1,0,Creature Swap,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENE17,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.25,0.02,0.19
Magie,1,0,Crimson Gaia,SDCK,Structure Deck: The Crimson King,SDCK-EN026,C,Mint,1st Edition,Italian,0.24,2023-10-07,0.59,0.16,0.65
Magie,2,0,Cross Attack,SP14,Star Pack 2014,SP14-EN032,C,Played,1st Edition,Italian,0.00,2023-01-18,0.14,0.02,0.07
Magie,1,0,Crystal Abundance,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN022,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.07
Magie,1,0,Crystal Aegis,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN017,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.04
Magie,1,0,Crystal Beacon,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENI18,C,Mint,1st Edition,Italian,0.00,2022-09-07,0.04,0.02,0.11
Magie,1,0,Crystal Beacon,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN020,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.06
Magie,1,0,Crystal Blessing,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF12,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.04,0.02,0.06
Magie,1,0,Crystal Blessing,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN021,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.04
Magie,1,0,Crystal Bond,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN046,UR,Mint,1st Edition,Italian,0.04,2023-01-24,0.28,0.02,0.29
Magie,1,0,Crystal Promise,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF13,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.04,0.02,0.11
Magie,1,0,Crystal Promise,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN023,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.11,0.02,0.05
Magie,1,0,Crystal Release,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF14,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.06,0.02,0.06
Magie,1,0,Crystal Release,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN025,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.06
Magie,1,0,Crystal Tree,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENF15,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.04,0.02,0.07
Magie,1,0,Crystal Tree,SDCB,Structure Deck: Legend Of The Crystal Beasts,SDCB-EN024,C,Mint,1st Edition,Italian,0.02,2023-01-24,0.05,0.02,0.04
Magie,1,0,Cyber Energy Shock,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENE11,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.04,0.02,0.08
Magie,1,0,Cyberdark Impact!,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENG15,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.04,0.02,0.04
Magie,1,0,Cynet Fusion,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN193,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.04,0.02,0.06
Magie,1,0,D - Spirit,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENB14,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.02,0.02,0.13
Magie,1,0,Dark Burning Attack,LDK2,Legendary Decks II,LDK2-ENS04,ScR,NearMint,Limited,Italian,0.00,2022-09-05,0.33,0.03,0.29
Magie,1,0,Dark Burning Magic,LDK2,Legendary Decks II,LDK2-ENS05,ScR,NearMint,Limited,Italian,0.00,2022-09-05,1.02,0.15,0.89
Magie,1,0,Dark Calling,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA14,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.12,0.02,0.19
Magie,1,0,Dark City,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENB13,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.02,0.02,0.14
Magie,1,0,Dark Factory of Mass Production,LDK2,Legendary Decks II,LDK2-ENY31,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.37,0.02,0.15
Magie,1,0,Dark Fusion,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA13,C,Mint,1st Edition,Italian,0.09,2023-12-18,0.06,0.02,0.10
Magie,1,0,Dark Hole,SDY,Starter Deck Yugi,SDY-022,C,Played,Unlimited,Italian,0.00,2023-01-18,0.75,0.02,0.21
Magie,1,0,Dark Hole,SDK,Starter Deck Kaiba,SDK-022,C,LightPlayed,Unlimited,Italian,0.00,2023-01-18,0.41,0.02,0.25
Magie,1,0,Dark Hole,SDY,Starter Deck Yugi,SDY-022,C,Poor,Unlimited,Italian,0.00,2022-09-25,0.75,0.02,0.21
Magie,1,0,Dark Magic Attack,LDK2,Legendary Decks II,LDK2-ENY28,C,NearMint,Unlimited,Italian,0.00,2022-09-05,0.02,0.02,0.11
Magie,1,0,Dark Magic Attack,SD6,"Structure Deck: Spellcaster's Judgment",SD6-EN026,C,Good,1st Edition,Italian,0.00,2023-01-18,0.25,0.02,0.11
Magie,1,0,Dark Magic Attack,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENG15,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.15,0.02,0.12
Magie,1,0,Dark Magic Curtain,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENG13,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.09,0.02,0.11
Magie,3,0,Dark Ruler No More,RA01,25Th Anniversary Rarity Collection,RA01-EN060,SR,NearMint,1st Edition,Italian,0.26,2023-12-01,0.26,0.02,0.23
Magie,1,0,Dark World Dealings,SDGU,Gates Of The Underworld Structure Deck,SDGU-EN026,C,Poor,1st Edition,Italian,0.00,2022-09-06,0.50,0.02,0.24
Magie,1,0,Dark World Lightning,SDGU,Gates Of The Underworld Structure Deck,SDGU-EN024,C,Good,Unlimited,Italian,0.00,2022-09-06,0.10,0.02,0.15
Magie,1,0,Dark World Lightning,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENA16,C,Mint,1st Edition,Italian,0.02,2023-12-18,0.02,0.02,0.10
Magie,1,0,Des Croaking,CRV,Cybernetic Revolution,CRV-EN042,SP,Good,Unlimited,Italian,0.00,2023-01-18,0.02,0.02,0.04
Magie,1,0,De-Spell,SDY,Starter Deck Yugi,SDY-029,C,Excellent,Unlimited,Italian,0.00,2023-01-18,0.08,0.02,0.27
Magie,1,0,De-Spell,SDY,Starter Deck Yugi,SDY-029,C,Played,Unlimited,Italian,0.00,2023-01-18,0.08,0.02,0.27
Magie,1,0,De-Spell,SDJ,Starter Deck Joey,SDJ-029,C,Poor,1st Edition,English,0.00,2023-01-18,0.06,0.02,0.10
Magie,1,0,Destruction Swordsman Fusion,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENA16,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.04,0.02,0.12
Magie,1,0,Diamond-Dust Cyclone,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENH16,C,Mint,1st Edition,Italian,0.15,2023-12-18,0.04,0.02,0.05
Magie,1,0,Dian Keto the Cure Master,SDY,Starter Deck Yugi,SDY-023,C,Played,Unlimited,Italian,0.00,2023-01-18,0.10,0.02,0.19
Magie,1,0,Dian Keto the Cure Master,SYE,Starter Deck Yugi Evolution,SYE-027,C,Good,1st Edition,English,0.00,2023-01-18,0.05,0.02,0.08
Magie,1,0,Dian Keto the Cure Master,SDJ,Starter Deck Joey,SDJ-027,C,Played,Unlimited,English,0.00,2023-01-18,0.04,0.02,0.10
Magie,1,0,Dice Dungeon,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN005,UR,Mint,1st Edition,Italian,0.02,2023-09-27,0.24,0.02,0.15
Magie,1,0,Dicephoon,SBC1,Speed Duel: Streets Of Battle City,SBC1-ENB11,C,Mint,1st Edition,Italian,0.00,2024-02-13,0.04,0.02,0.08
Magie,1,0,Different Dimension Capsule,EGO1,Egyptian God Deck: Obelisk The Tormentor,EGO1-EN025,C,NearMint,1st Edition,English,0.00,2022-09-06,0.11,0.02,0.07
Magie,1,0,Different Dimension Capsule,SGX1,Speed Duel Gx: Duel Academy Box,SGX1-ENG12,C,Mint,1st Edition,Italian,0.00,2022-09-06,0.03,0.02,0.09
Magie,1,0,Different Dimension Deepsea Trench,ABYR,Abyss Rising,ABYR-EN052,C,Played,1st Edition,Italian,0.00,2023-01-18,0.19,0.02,0.15
Magie,2,0,Different Dimension Gate,SGX3,Speed Duel Gx: Duelists Of Shadows,SGX3-ENF17,C,Mint,1st Edition,Italian,0.08,2023-12-18,0.09,0.02,0.11
Magie,1,0,Diffusion Wave-Motion,SD6,"Structure Deck: Spellcaster's Judgment",SD6-EN024,C,NearMint,1st Edition,Italian,0.00,2023-01-18,0.02,0.02,0.09
Magie,1,0,Diffusion Wave-Motion,SBLS,Speed Duel: Arena Of Lost Souls,SBLS-EN008,C,NearMint,1st Edition,Italian,0.02,2024-05-13,0.19,0.02,0.10
Magie,1,0,Dimension Dice,BLCR,Battles Of Legend: Crystal Revenge,BLCR-EN006,UR,Mint,1st Edition,Italian,0.02,2023-09-27,0.07,0.02,0.11
Magie,1,0,Disposable Learner Device,SGX2,Speed Duel Gx: Midterm Paradox,SGX2-ENE08,C,Mint,1st Edition,Italian,0.00,2023-07-13,0.05,0.02,0.05
Magie,1,0,Divine Evolution,EGO1,Egyptian God Deck: Obelisk The Tormentor,EGO1-EN004,UR,NearMint,1st Edition,English,0.00,2022-09-06,0.22,0.02,0.26
Magie,1,0,Dogmatikamatrix,PHHY,Photon Hypernova,PHHY-EN055,SR,NearMint,1st Edition,Italian,0.00,2024-01-14,0.40,0.02,0.91
Magie,1,0,"Doriado's Blessing",TLM,The Lost Millennium,TLM-EN043,C,Good,1st Edition,English,0.00,2023-01-18,0.15,0.02,0.14
Magie,1,0,Double Attack,TLM,The Lost Millennium,TLM-EN040,C,LightPlayed,1st Edition,English,0.00,2023-01-18,0.05,0.02,0.06
