"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Link,1,0,Excode Talker,MGED,Maximum Gold: El Dorado,MGED-EN103,R,NearMint,1st Edition,Italian,0.25,2023-08-14,0.05,0.02,0.14
Link,1,0,F.A. Shining Star GT,"RIRA
",Rising Rampage,RIRA-EN097,C,NearMint,1st Edition,Italian,0.00,2023-01-20,0.06,0.02,0.04
Link,1,0,Firewall Dragon,MGED,Maximum Gold: El Dorado,MGED-EN141,R,Mint,1st Edition,Italian,0.00,2022-11-29,0.50,0.06,0.42
Link,1,0,Gouki The Powerload Ogre,MP21,2021 Tin Of Ancient Battles,MP21-EN070,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.04,0.02,0.10
Link,1,0,Ib the World Chalice Priestess,COTD,Code of the Duelist,COTD-EN048,SR,NearMint,1st Edition,Italian,0.00,2022-09-06,0.20,0.02,0.25
Link,1,0,Knightmare Unicorn,RA01,25Th Anniversary Rarity Collection,RA01-EN043,SR,Mint,1st Edition,Italian,0.20,2023-11-20,0.16,0.02,0.19
Link,1,0,Knightmare Unicorn,RA01,25Th Anniversary Rarity Collection,RA01-EN043A,SR,NearMint,1st Edition,Italian,0.13,2023-12-01,0.13,0.02,0.26
Link,1,0,Mekk-Knight Crusadia Avramax,RA01,25Th Anniversary Rarity Collection,RA01-EN044,SR,Mint,1st Edition,Italian,0.10,2023-11-20,0.09,0.02,0.12
Link,1,0,Miniborrel Dragon,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN103,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.02,0.02,0.09
Link,1,0,Monk of the Tenyi,"RIRA
",Rising Rampage,RIRA-EN043,R,NearMint,1st Edition,Italian,0.00,2023-01-18,0.48,0.05,0.41
Link,1,0,Powercode Talker,SDPL,Structure Deck: Powercode Link,SDPL-EN040,UR,NearMint,1st Edition,Italian,0.25,2023-09-02,0.02,0.02,0.26
Link,1,0,Proxy F Magician,MP21,2021 Tin Of Ancient Battles,MP21-EN069,C,NearMint,1st Edition,Italian,0.02,2023-12-12,0.20,0.02,0.17
Link,1,0,Ragnaraika Mantis Monk,LEDE,Legacy Of Destruction,LEDE-EN048,C,Mint,,Italian,0.55,2024-05-11,,,
Link,1,0,Restoration Point Guard,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN100,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.02,0.02,0.05
Link,1,0,Salamangreat Emerald Eagle,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN179,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.02,0.02,0.10
Link,1,0,"Selene, Queen of the Master Magicians",RA01,25Th Anniversary Rarity Collection,RA01-EN047,SR,Mint,1st Edition,Italian,0.10,2023-11-20,0.14,0.02,0.20
Link,1,0,Shootingcode Talker,MGED,Maximum Gold: El Dorado,MGED-EN105,R,NearMint,1st Edition,Italian,0.25,2023-08-14,0.02,0.02,0.12
Link,1,0,Transcode Talker,YS18,Starter Deck Codebreaker,YS18-EN041,UR,NearMint,1st Edition,Italian,0.99,2023-09-02,1.30,0.09,1.09
Link,3,0,Traptrix Atypus,SDBT,Structure Deck: Beware Of Traptrix,SDBT-EN043,UR,Mint,1st Edition,Italian,0.00,2024-02-26,0.15,0.02,0.26
Link,3,0,Traptrix Cularia,SDBT,Structure Deck: Beware Of Traptrix,SDBT-EN041,C,Mint,1st Edition,Italian,0.00,2024-02-26,0.25,0.02,0.14
Link,3,0,Traptrix Sera,SDBT,Structure Deck: Beware Of Traptrix,SDBT-EN044,C,Mint,1st Edition,Italian,0.00,2024-02-26,0.12,0.02,0.12
Link,1,0,Trickstar Delfiendium,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN023,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.06,0.02,0.06
Link,1,0,Vorticular Drumgon,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN104,C,NearMint,1st Edition,Italian,0.02,2024-05-12,0.02,0.02,0.05
