"sep=,"
Card Type,Quantity,Card Name,Level,Type,Min Price (AVG)
Spell,1,"Rank-Up-Magic Limited Barian's Force",,,0.19
Spell,1,Rank-Up-Magic Numeron Force,,,0.80
Spell,1,Reverse Breaker,,,0.06
Spell,1,"Star Light, Star Bright",,,0.03
Spell,1,Swords of Burning Light,,,0.02
Spell,1,Thunder Short,,,0.03
Spell,1,Tornado,,,0.02
Spell,2,Wonder Wand,,,0.02
Spell,1,Xyz Double Back,,,0.15
Spell,1,Xyz Reception,,,0.04
Spell,1,Xyz Revenge,,,0.29
Spell,1,Xyz Shift,,,0.15
Spell,1,Zerozerock,,,0.05
Spell,1,Zexal Catapult,,,0.03
Trap,1,Battle Break,,,0.09
Trap,1,Burst Rebirth,,,0.02
Trap,1,Bye Bye Damage,,,0.10
Trap,1,Commander of Swords,,,0.02
Trap,1,Copy Knight,,,0.02
Trap,1,Counterforce,,,0.02
Trap,1,Damage Diet,,,0.10
Trap,1,Fiery Fervor,,,0.02
Trap,1,Gagagaguard,,,0.24
Trap,1,Gagagarush,,,0.15
Trap,1,Gagagashield,,,0.30
Trap,1,Gamushara,,,0.02
Trap,1,Goblin Out of the Frying Pan,,,0.02
Trap,1,Guard Go!,,,0.12
Trap,1,Half Unbreak,,,0.13
Trap,1,Halfway to Forever,,,0.10
Trap,1,Heartfelt Appeal,,,0.02
Trap,1,Hi-Five the Sky,,,0.35
Trap,1,Impenetrable Attack,,,0.03
Trap,1,Just Desserts,,,0.02
Trap,1,Memory Loss,,,0.02
Trap,1,Mirror Mail,,,0.02
Trap,1,Nitwit Outwit,,,0.02
Trap,1,Pinpoint Guard,,,0.02
Trap,1,Purge Ray,,,0.04
Trap,1,Puzzle Reborn,,,0.02
Trap,1,"Release, Reverse, Burst",,,0.06
Trap,1,Reverse Glasses,,,0.02
Trap,1,Secret Barrel,,,2.17
Trap,1,Soul Strike,,,0.02
Trap,1,Xyz Reborn,,,0.02
Trap,1,Xyz Reflect,,,0.10
Trap,1,Xyz Revenge Shuffle,,,0.20
Extra Deck,1,Number F0: Utopic Future,0,Warrior/ Effect/ Xyz,0.17
Extra Deck,1,Baby Tiragon,1,Dragon/ Effect/ Xyz,0.05
Extra Deck,1,Number 100: Numeron Dragon,1,Dragon/ Effect/ Xyz,0.10
Extra Deck,1,Number 54: Lion Heart,1,Warrior/ Effect/ Xyz,0.41
Extra Deck,1,Number 64: Ronin Raccoon Sandayu,2,Beast/ Effect/ Xyz,1.84
Extra Deck,1,Number 96: Dark Mist,2,Fiend/ Effect/ Xyz,0.15
Extra Deck,1,Melomelody the Brass Djinn,3,Fiend/ Effect/ Xyz,0.09
Extra Deck,1,Muzurhythm the String Djinn,3,Fiend/ Effect/ Xyz,0.02
Extra Deck,1,Number 17: Leviathan Dragon,3,Dragon/ Effect/ Xyz,0.02
Extra Deck,1,Number 34: Terror-Byte,3,Machine/ Effect/ Xyz,0.18
Extra Deck,1,Temtempo the Percussion Djinn,3,Fiend/ Effect/ Xyz,0.02
Extra Deck,1,Gagaga Cowboy,4,Warrior/ Effect/ Xyz,0.50
Extra Deck,1,Gagaga Samurai,4,Warrior/ Effect/ Xyz,0.02
Extra Deck,1,Heroic Champion - Excalibur,4,Warrior/ Effect/ Xyz,0.29
Extra Deck,1,Number 16: Shock Master,4,Fairy/ Effect/ Xyz,5.83
Extra Deck,1,Number 32: Shark Drake,4,Sea Serpent/ Effect/ Xyz,0.29
Extra Deck,1,Number 39: Utopia,4,Warrior/ Effect/ Xyz,0.10
Extra Deck,1,Number 69: Heraldry Crest,4,Psychic/ Effect/ Xyz,0.30
Extra Deck,1,Number C39: Utopia Ray,4,Warrior/ Effect/ Xyz,0.05
Extra Deck,1,One-Eyed Skill Gainer,4,Warrior/ Effect/ Xyz,0.55
Extra Deck,1,Number 12: Crimson Shadow Armor Ninja,5,Warrior/ Effect/ Xyz,0.02
Extra Deck,1,Number 33: Chronomaly Machu Mech,5,Machine/ Effect/ Xyz,17.99
Extra Deck,1,Number 61: Volcasaurus,5,Dinosaur/ Effect/ Xyz,0.99
Extra Deck,1,Number C39: Utopia Ray V,5,Warrior/ Effect/ Xyz,0.10
Extra Deck,1,Number C39: Utopia Ray Victory,5,Warrior/ Effect/ Xyz,14.25
Extra Deck,1,ZW - Leo Arms,5,Beast/ Effect/ Xyz,0.38
Extra Deck,1,Gauntlet Launcher,6,Warrior/ Effect/ Xyz,0.29
Extra Deck,1,Number 6: Chronomaly Atlandis,6,Machine/ Effect/ Xyz,0.10
Extra Deck,1,Number 11: Big Eye,7,Spellcaster/ Effect/ Xyz,2.00
Extra Deck,1,Number 92: Heart-eartH Dragon,9,Dragon/ Effect/ Xyz,0.74
