"sep=,"
Card Type,Quantity,Card Name,Level,Type,Min Price (MARKET)
Extra Deck,1,Code Talker,2,Cyberse/ Effect/ Link,0.15
Extra Deck,1,Cyberse Wicckid,2,Cyberse/ Effect/ Link,0.53
Extra Deck,1,Cyberse Witch,2,Cyberse/ Effect/ Link,0.19
Extra Deck,1,Elphase,2,Cyberse/ Effect/ Link,0.14
Extra Deck,1,Flame Administrator,2,Cyberse/ Effect/ Link,0.11
Extra Deck,1,Honeybot,2,Cyberse/ Effect/ Link,0.15
Extra Deck,1,Link Bumper,2,Cyberse/ Effect/ Link,0.11
Extra Deck,1,Pentestag,2,Cyberse/ Effect/ Link,1.08
Extra Deck,1,Protocol Gardna,2,Cyberse/ Effect/ Link,0.11
Extra Deck,1,Proxy F Magician,2,Cyberse/ Effect/ Link,0.13
Extra Deck,1,Recovery Sorcerer,2,Cyberse/ Effect/ Link,0.14
Extra Deck,1,Restoration Point Guard,2,Cyberse/ Effect/ Link,0.09
Extra Deck,1,Security Dragon,2,Cyberse/ Effect/ Link,0.13
Extra Deck,1,Space Insulator,2,Cyberse/ Effect/ Link,0.12
Extra Deck,1,Splash Mage,2,Cyberse/ Effect/ Link,0.41
Extra Deck,1,Underclock Taker,2,Cyberse/ Effect/ Link,0.17
Extra Deck,1,Update Jammer,2,Cyberse/ Effect/ Link,0.20
Extra Deck,1,Decode Talker,3,Cyberse/ Effect/ Link,0.15
Extra Deck,1,Decode Talker Extended,3,Cyberse/ Effect/ Link,0.16
Extra Deck,1,Detonate Deleter,3,Cyberse/ Effect/ Link,0.14
Extra Deck,1,Encode Talker,3,Cyberse/ Effect/ Link,0.22
Extra Deck,1,Excode Talker,3,Cyberse/ Effect/ Link,0.13
Extra Deck,1,Powercode Talker,3,Cyberse/ Effect/ Link,0.24
Extra Deck,1,Shootingcode Talker,3,Cyberse/ Effect/ Link,0.10
Extra Deck,1,Transcode Talker,3,Cyberse/ Effect/ Link,0.47
Extra Deck,1,Vector Scare Archfiend,3,Cyberse/ Effect/ Link,0.22
Extra Deck,1,Accesscode Talker,4,Cyberse/ Effect/ Link,9.18
Extra Deck,1,Firewall Dragon,4,Cyberse/ Effect/ Link,0.19
Extra Deck,1,Firewall eXceed Dragon,4,Cyberse/ Effect/ Xyz,0.15
Extra Deck,1,Firewall Dragon Darkfluid,5,Cyberse/ Effect/ Link,0.32
Extra Deck,1,Cyberse Clock Dragon,7,Cyberse/ Effect/ Fusion,0.21
Extra Deck,1,Cyberse Quantum Dragon,7,Cyberse/ Effect/ Synchro,1.50
Extra Deck,1,Borreload Furious Dragon,8,Dragon/ Effect/ Fusion,1.19
